Indicator,IndicatorName,Region,RegionName,Unit,Date,Value
402,"Final consumption of natural gas, Tj",10101,Angola,terajoules (TJ),2003,24700.00
402,"Final consumption of natural gas, Tj",10101,Angola,terajoules (TJ),2004,28500.00
402,"Final consumption of natural gas, Tj",10101,Angola,terajoules (TJ),2005,28500.00
402,"Final consumption of natural gas, Tj",10101,Angola,terajoules (TJ),2006,28500.00
402,"Final consumption of natural gas, Tj",10101,Angola,terajoules (TJ),2007,31540.00
402,"Final consumption of natural gas, Tj",10101,Angola,terajoules (TJ),2008,25840.00
402,"Final consumption of natural gas, Tj",10101,Angola,terajoules (TJ),2009,26220.00
402,"Final consumption of natural gas, Tj",10101,Angola,terajoules (TJ),2010,27854.00
402,"Final consumption of natural gas, Tj",10101,Angola,terajoules (TJ),2011,28576.00
402,"Final consumption of natural gas, Tj",10103,Cameroon,terajoules (TJ),2006,783.40
402,"Final consumption of natural gas, Tj",10103,Cameroon,terajoules (TJ),2007,783.40
402,"Final consumption of natural gas, Tj",10103,Cameroon,terajoules (TJ),2008,783.40
402,"Final consumption of natural gas, Tj",10103,Cameroon,terajoules (TJ),2009,783.40
402,"Final consumption of natural gas, Tj",10103,Cameroon,terajoules (TJ),2010,12069.84
402,"Final consumption of natural gas, Tj",10103,Cameroon,terajoules (TJ),2011,5875.54
402,"Final consumption of natural gas, Tj",10106,"Congo, Rep.",terajoules (TJ),2005,4700.43
402,"Final consumption of natural gas, Tj",10106,"Congo, Rep.",terajoules (TJ),2006,7050.64
402,"Final consumption of natural gas, Tj",10106,"Congo, Rep.",terajoules (TJ),2007,11359.37
402,"Final consumption of natural gas, Tj",10106,"Congo, Rep.",terajoules (TJ),2008,14492.99
402,"Final consumption of natural gas, Tj",10106,"Congo, Rep.",terajoules (TJ),2009,20760.23
402,"Final consumption of natural gas, Tj",10106,"Congo, Rep.",terajoules (TJ),2010,36428.33
402,"Final consumption of natural gas, Tj",10106,"Congo, Rep.",terajoules (TJ),2011,45045.78
402,"Final consumption of natural gas, Tj",10108,Equatorial Guinea,terajoules (TJ),2000,39.17
402,"Final consumption of natural gas, Tj",10108,Equatorial Guinea,terajoules (TJ),2001,39.17
402,"Final consumption of natural gas, Tj",10108,Equatorial Guinea,terajoules (TJ),2002,1762.65
402,"Final consumption of natural gas, Tj",10108,Equatorial Guinea,terajoules (TJ),2003,1801.82
402,"Final consumption of natural gas, Tj",10108,Equatorial Guinea,terajoules (TJ),2004,156.68
402,"Final consumption of natural gas, Tj",10108,Equatorial Guinea,terajoules (TJ),2005,1801.82
402,"Final consumption of natural gas, Tj",10108,Equatorial Guinea,terajoules (TJ),2006,1801.82
402,"Final consumption of natural gas, Tj",10108,Equatorial Guinea,terajoules (TJ),2007,4034.51
402,"Final consumption of natural gas, Tj",10108,Equatorial Guinea,terajoules (TJ),2008,8225.70
402,"Final consumption of natural gas, Tj",10108,Equatorial Guinea,terajoules (TJ),2009,8656.57
402,"Final consumption of natural gas, Tj",10108,Equatorial Guinea,terajoules (TJ),2010,9048.27
402,"Final consumption of natural gas, Tj",10108,Equatorial Guinea,terajoules (TJ),2011,9518.31
402,"Final consumption of natural gas, Tj",10109,Gabon,terajoules (TJ),2000,56.00
402,"Final consumption of natural gas, Tj",10109,Gabon,terajoules (TJ),2001,58.00
402,"Final consumption of natural gas, Tj",10109,Gabon,terajoules (TJ),2002,55.00
402,"Final consumption of natural gas, Tj",10109,Gabon,terajoules (TJ),2003,57.00
402,"Final consumption of natural gas, Tj",10109,Gabon,terajoules (TJ),2004,58.00
402,"Final consumption of natural gas, Tj",10109,Gabon,terajoules (TJ),2005,66.00
402,"Final consumption of natural gas, Tj",10109,Gabon,terajoules (TJ),2006,65.00
402,"Final consumption of natural gas, Tj",10109,Gabon,terajoules (TJ),2007,67.00
402,"Final consumption of natural gas, Tj",10109,Gabon,terajoules (TJ),2008,64.00
402,"Final consumption of natural gas, Tj",10109,Gabon,terajoules (TJ),2009,80.00
402,"Final consumption of natural gas, Tj",10109,Gabon,terajoules (TJ),2010,87.00
402,"Final consumption of natural gas, Tj",10109,Gabon,terajoules (TJ),2011,93.00
402,"Final consumption of natural gas, Tj",10110,Rwanda,terajoules (TJ),2001,3.00
402,"Final consumption of natural gas, Tj",10208,Tanzania,terajoules (TJ),2004,4975.00
402,"Final consumption of natural gas, Tj",10208,Tanzania,terajoules (TJ),2005,5323.00
402,"Final consumption of natural gas, Tj",10208,Tanzania,terajoules (TJ),2006,5323.00
402,"Final consumption of natural gas, Tj",10208,Tanzania,terajoules (TJ),2007,3344.00
402,"Final consumption of natural gas, Tj",10208,Tanzania,terajoules (TJ),2008,3348.00
402,"Final consumption of natural gas, Tj",10208,Tanzania,terajoules (TJ),2009,3564.00
402,"Final consumption of natural gas, Tj",10208,Tanzania,terajoules (TJ),2010,4644.00
402,"Final consumption of natural gas, Tj",10208,Tanzania,terajoules (TJ),2011,4860.00
402,"Final consumption of natural gas, Tj",10301,Algeria,terajoules (TJ),2000,246993.00
402,"Final consumption of natural gas, Tj",10301,Algeria,terajoules (TJ),2001,241568.00
402,"Final consumption of natural gas, Tj",10301,Algeria,terajoules (TJ),2002,259680.00
402,"Final consumption of natural gas, Tj",10301,Algeria,terajoules (TJ),2003,303727.00
402,"Final consumption of natural gas, Tj",10301,Algeria,terajoules (TJ),2004,295561.00
402,"Final consumption of natural gas, Tj",10301,Algeria,terajoules (TJ),2005,358386.00
402,"Final consumption of natural gas, Tj",10301,Algeria,terajoules (TJ),2006,373224.00
402,"Final consumption of natural gas, Tj",10301,Algeria,terajoules (TJ),2007,399724.00
402,"Final consumption of natural gas, Tj",10301,Algeria,terajoules (TJ),2008,385839.00
402,"Final consumption of natural gas, Tj",10301,Algeria,terajoules (TJ),2009,413688.00
402,"Final consumption of natural gas, Tj",10301,Algeria,terajoules (TJ),2010,424028.00
402,"Final consumption of natural gas, Tj",10301,Algeria,terajoules (TJ),2011,456243.00
402,"Final consumption of natural gas, Tj",10302,Egypt,terajoules (TJ),2000,293721.00
402,"Final consumption of natural gas, Tj",10302,Egypt,terajoules (TJ),2001,375079.00
402,"Final consumption of natural gas, Tj",10302,Egypt,terajoules (TJ),2002,407162.00
402,"Final consumption of natural gas, Tj",10302,Egypt,terajoules (TJ),2003,316312.00
402,"Final consumption of natural gas, Tj",10302,Egypt,terajoules (TJ),2004,346093.00
402,"Final consumption of natural gas, Tj",10302,Egypt,terajoules (TJ),2005,369633.00
402,"Final consumption of natural gas, Tj",10302,Egypt,terajoules (TJ),2006,369633.00
402,"Final consumption of natural gas, Tj",10302,Egypt,terajoules (TJ),2007,480140.00
402,"Final consumption of natural gas, Tj",10302,Egypt,terajoules (TJ),2008,518609.00
402,"Final consumption of natural gas, Tj",10302,Egypt,terajoules (TJ),2009,514444.00
402,"Final consumption of natural gas, Tj",10302,Egypt,terajoules (TJ),2010,509594.00
402,"Final consumption of natural gas, Tj",10302,Egypt,terajoules (TJ),2011,546736.00
402,"Final consumption of natural gas, Tj",10303,Libya,terajoules (TJ),2000,100000.00
402,"Final consumption of natural gas, Tj",10303,Libya,terajoules (TJ),2001,103000.00
402,"Final consumption of natural gas, Tj",10303,Libya,terajoules (TJ),2002,103500.00
402,"Final consumption of natural gas, Tj",10303,Libya,terajoules (TJ),2003,91667.00
402,"Final consumption of natural gas, Tj",10303,Libya,terajoules (TJ),2004,111299.00
402,"Final consumption of natural gas, Tj",10303,Libya,terajoules (TJ),2005,135134.00
402,"Final consumption of natural gas, Tj",10303,Libya,terajoules (TJ),2006,135134.00
402,"Final consumption of natural gas, Tj",10303,Libya,terajoules (TJ),2007,105083.00
402,"Final consumption of natural gas, Tj",10303,Libya,terajoules (TJ),2008,109153.00
402,"Final consumption of natural gas, Tj",10303,Libya,terajoules (TJ),2009,109188.00
402,"Final consumption of natural gas, Tj",10303,Libya,terajoules (TJ),2010,82522.00
402,"Final consumption of natural gas, Tj",10303,Libya,terajoules (TJ),2011,33010.00
402,"Final consumption of natural gas, Tj",10304,Morocco,terajoules (TJ),2000,1768.00
402,"Final consumption of natural gas, Tj",10304,Morocco,terajoules (TJ),2001,1749.00
402,"Final consumption of natural gas, Tj",10304,Morocco,terajoules (TJ),2002,1721.00
402,"Final consumption of natural gas, Tj",10304,Morocco,terajoules (TJ),2003,1633.00
402,"Final consumption of natural gas, Tj",10304,Morocco,terajoules (TJ),2004,2093.00
402,"Final consumption of natural gas, Tj",10304,Morocco,terajoules (TJ),2005,1795.00
402,"Final consumption of natural gas, Tj",10304,Morocco,terajoules (TJ),2006,1795.00
402,"Final consumption of natural gas, Tj",10304,Morocco,terajoules (TJ),2007,2494.00
402,"Final consumption of natural gas, Tj",10304,Morocco,terajoules (TJ),2008,2050.00
402,"Final consumption of natural gas, Tj",10304,Morocco,terajoules (TJ),2009,1724.00
402,"Final consumption of natural gas, Tj",10304,Morocco,terajoules (TJ),2010,2090.00
402,"Final consumption of natural gas, Tj",10304,Morocco,terajoules (TJ),2011,2353.00
402,"Final consumption of natural gas, Tj",10306,Tunisia,terajoules (TJ),2000,26851.34
402,"Final consumption of natural gas, Tj",10306,Tunisia,terajoules (TJ),2001,28237.64
402,"Final consumption of natural gas, Tj",10306,Tunisia,terajoules (TJ),2002,28981.96
402,"Final consumption of natural gas, Tj",10306,Tunisia,terajoules (TJ),2003,32005.76
402,"Final consumption of natural gas, Tj",10306,Tunisia,terajoules (TJ),2004,35678.65
402,"Final consumption of natural gas, Tj",10306,Tunisia,terajoules (TJ),2005,35341.62
402,"Final consumption of natural gas, Tj",10306,Tunisia,terajoules (TJ),2006,38351.09
402,"Final consumption of natural gas, Tj",10306,Tunisia,terajoules (TJ),2007,43403.16
402,"Final consumption of natural gas, Tj",10306,Tunisia,terajoules (TJ),2008,45393.29
402,"Final consumption of natural gas, Tj",10306,Tunisia,terajoules (TJ),2009,49735.00
402,"Final consumption of natural gas, Tj",10306,Tunisia,terajoules (TJ),2010,51412.00
402,"Final consumption of natural gas, Tj",10306,Tunisia,terajoules (TJ),2011,43666.13
402,"Final consumption of natural gas, Tj",10407,Mozambique,terajoules (TJ),2000,7.00
402,"Final consumption of natural gas, Tj",10407,Mozambique,terajoules (TJ),2001,8.62
402,"Final consumption of natural gas, Tj",10407,Mozambique,terajoules (TJ),2002,9.40
402,"Final consumption of natural gas, Tj",10407,Mozambique,terajoules (TJ),2003,5.88
402,"Final consumption of natural gas, Tj",10407,Mozambique,terajoules (TJ),2004,10.18
402,"Final consumption of natural gas, Tj",10407,Mozambique,terajoules (TJ),2005,728.56
402,"Final consumption of natural gas, Tj",10407,Mozambique,terajoules (TJ),2006,1186.07
402,"Final consumption of natural gas, Tj",10407,Mozambique,terajoules (TJ),2007,1332.56
402,"Final consumption of natural gas, Tj",10407,Mozambique,terajoules (TJ),2008,2343.54
402,"Final consumption of natural gas, Tj",10407,Mozambique,terajoules (TJ),2009,3022.36
402,"Final consumption of natural gas, Tj",10407,Mozambique,terajoules (TJ),2010,2941.00
402,"Final consumption of natural gas, Tj",10407,Mozambique,terajoules (TJ),2011,3401.00
402,"Final consumption of natural gas, Tj",10410,South Africa,terajoules (TJ),2000,64630.91
402,"Final consumption of natural gas, Tj",10410,South Africa,terajoules (TJ),2001,82257.52
402,"Final consumption of natural gas, Tj",10410,South Africa,terajoules (TJ),2002,90091.57
402,"Final consumption of natural gas, Tj",10410,South Africa,terajoules (TJ),2003,89308.16
402,"Final consumption of natural gas, Tj",10410,South Africa,terajoules (TJ),2004,87349.65
402,"Final consumption of natural gas, Tj",10410,South Africa,terajoules (TJ),2005,86174.54
402,"Final consumption of natural gas, Tj",10410,South Africa,terajoules (TJ),2006,164515.04
402,"Final consumption of natural gas, Tj",10410,South Africa,terajoules (TJ),2007,155505.88
402,"Final consumption of natural gas, Tj",10410,South Africa,terajoules (TJ),2008,161381.42
402,"Final consumption of natural gas, Tj",10410,South Africa,terajoules (TJ),2009,140621.19
402,"Final consumption of natural gas, Tj",10410,South Africa,terajoules (TJ),2010,80714.00
402,"Final consumption of natural gas, Tj",10410,South Africa,terajoules (TJ),2011,80322.00
402,"Final consumption of natural gas, Tj",10504,Cote d'Ivoire,terajoules (TJ),2000,22921.00
402,"Final consumption of natural gas, Tj",10504,Cote d'Ivoire,terajoules (TJ),2001,21310.00
402,"Final consumption of natural gas, Tj",10504,Cote d'Ivoire,terajoules (TJ),2002,17296.00
402,"Final consumption of natural gas, Tj",10504,Cote d'Ivoire,terajoules (TJ),2003,14223.00
402,"Final consumption of natural gas, Tj",10504,Cote d'Ivoire,terajoules (TJ),2004,14654.00
402,"Final consumption of natural gas, Tj",10504,Cote d'Ivoire,terajoules (TJ),2005,6662.00
402,"Final consumption of natural gas, Tj",10504,Cote d'Ivoire,terajoules (TJ),2006,7415.00
402,"Final consumption of natural gas, Tj",10504,Cote d'Ivoire,terajoules (TJ),2007,9590.00
402,"Final consumption of natural gas, Tj",10504,Cote d'Ivoire,terajoules (TJ),2008,9590.00
402,"Final consumption of natural gas, Tj",10504,Cote d'Ivoire,terajoules (TJ),2009,10531.00
402,"Final consumption of natural gas, Tj",10504,Cote d'Ivoire,terajoules (TJ),2010,8589.00
402,"Final consumption of natural gas, Tj",10504,Cote d'Ivoire,terajoules (TJ),2011,8416.00
402,"Final consumption of natural gas, Tj",10506,Ghana,terajoules (TJ),2010,4700.43
402,"Final consumption of natural gas, Tj",10506,Ghana,terajoules (TJ),2011,3251.13
402,"Final consumption of natural gas, Tj",10513,Nigeria,terajoules (TJ),2000,45084.00
402,"Final consumption of natural gas, Tj",10513,Nigeria,terajoules (TJ),2001,39712.00
402,"Final consumption of natural gas, Tj",10513,Nigeria,terajoules (TJ),2002,40673.00
402,"Final consumption of natural gas, Tj",10513,Nigeria,terajoules (TJ),2003,173241.00
402,"Final consumption of natural gas, Tj",10513,Nigeria,terajoules (TJ),2004,139884.00
402,"Final consumption of natural gas, Tj",10513,Nigeria,terajoules (TJ),2005,130897.00
402,"Final consumption of natural gas, Tj",10513,Nigeria,terajoules (TJ),2006,129562.00
402,"Final consumption of natural gas, Tj",10513,Nigeria,terajoules (TJ),2007,128846.00
402,"Final consumption of natural gas, Tj",10513,Nigeria,terajoules (TJ),2008,103299.00
402,"Final consumption of natural gas, Tj",10513,Nigeria,terajoules (TJ),2009,76399.00
402,"Final consumption of natural gas, Tj",10513,Nigeria,terajoules (TJ),2010,56351.00
402,"Final consumption of natural gas, Tj",10513,Nigeria,terajoules (TJ),2011,161404.00
402,"Final consumption of natural gas, Tj",10514,Senegal,terajoules (TJ),2000,27.00
402,"Final consumption of natural gas, Tj",10514,Senegal,terajoules (TJ),2001,27.00
402,"Final consumption of natural gas, Tj",10514,Senegal,terajoules (TJ),2002,132.00
402,"Final consumption of natural gas, Tj",10514,Senegal,terajoules (TJ),2003,132.00
402,"Final consumption of natural gas, Tj",10514,Senegal,terajoules (TJ),2004,592.00
402,"Final consumption of natural gas, Tj",10514,Senegal,terajoules (TJ),2005,624.00
402,"Final consumption of natural gas, Tj",10514,Senegal,terajoules (TJ),2006,505.00
402,"Final consumption of natural gas, Tj",10514,Senegal,terajoules (TJ),2007,402.00
402,"Final consumption of natural gas, Tj",10514,Senegal,terajoules (TJ),2008,266.00
402,"Final consumption of natural gas, Tj",10514,Senegal,terajoules (TJ),2009,686.00
402,"Final consumption of natural gas, Tj",10514,Senegal,terajoules (TJ),2010,937.00
402,"Final consumption of natural gas, Tj",10514,Senegal,terajoules (TJ),2011,783.00
402,"Final consumption of natural gas, Tj",1,Africa,terajoules (TJ),2001,913188.95
402,"Final consumption of natural gas, Tj",1,Africa,terajoules (TJ),2002,974624.58
402,"Final consumption of natural gas, Tj",1,Africa,terajoules (TJ),2003,1048813.62
402,"Final consumption of natural gas, Tj",1,Africa,terajoules (TJ),2004,1066904.17
402,"Final consumption of natural gas, Tj",1,Africa,terajoules (TJ),2005,1165766.97
402,"Final consumption of natural gas, Tj",1,Africa,terajoules (TJ),2006,1264844.06
402,"Final consumption of natural gas, Tj",1,Africa,terajoules (TJ),2007,1377648.89
402,"Final consumption of natural gas, Tj",1,Africa,terajoules (TJ),2008,1390678.34
402,"Final consumption of natural gas, Tj",1,Africa,terajoules (TJ),2009,1380102.75
402,"Final consumption of natural gas, Tj",1,Africa,terajoules (TJ),2010,1314009.87
402,"Final consumption of natural gas, Tj",1,Africa,terajoules (TJ),2011,1433553.89
403,"Consumption of natural gas in industry, Tj",10101,Angola,terajoules (TJ),2000,22040.00
403,"Consumption of natural gas in industry, Tj",10101,Angola,terajoules (TJ),2001,20140.00
403,"Consumption of natural gas in industry, Tj",10101,Angola,terajoules (TJ),2002,23560.00
403,"Consumption of natural gas in industry, Tj",10101,Angola,terajoules (TJ),2003,24700.00
403,"Consumption of natural gas in industry, Tj",10101,Angola,terajoules (TJ),2004,28500.00
403,"Consumption of natural gas in industry, Tj",10101,Angola,terajoules (TJ),2005,28500.00
403,"Consumption of natural gas in industry, Tj",10101,Angola,terajoules (TJ),2006,28500.00
403,"Consumption of natural gas in industry, Tj",10101,Angola,terajoules (TJ),2007,31540.00
403,"Consumption of natural gas in industry, Tj",10101,Angola,terajoules (TJ),2008,25840.00
403,"Consumption of natural gas in industry, Tj",10101,Angola,terajoules (TJ),2009,26220.00
403,"Consumption of natural gas in industry, Tj",10101,Angola,terajoules (TJ),2010,27740.00
403,"Consumption of natural gas in industry, Tj",10109,Gabon,terajoules (TJ),2000,56.00
403,"Consumption of natural gas in industry, Tj",10109,Gabon,terajoules (TJ),2001,58.00
403,"Consumption of natural gas in industry, Tj",10109,Gabon,terajoules (TJ),2002,60.00
403,"Consumption of natural gas in industry, Tj",10109,Gabon,terajoules (TJ),2003,64.00
403,"Consumption of natural gas in industry, Tj",10109,Gabon,terajoules (TJ),2004,62.00
403,"Consumption of natural gas in industry, Tj",10109,Gabon,terajoules (TJ),2005,66.00
403,"Consumption of natural gas in industry, Tj",10109,Gabon,terajoules (TJ),2006,68.00
403,"Consumption of natural gas in industry, Tj",10109,Gabon,terajoules (TJ),2007,74.00
403,"Consumption of natural gas in industry, Tj",10109,Gabon,terajoules (TJ),2008,83.00
403,"Consumption of natural gas in industry, Tj",10109,Gabon,terajoules (TJ),2009,81.00
403,"Consumption of natural gas in industry, Tj",10109,Gabon,terajoules (TJ),2010,87.00
403,"Consumption of natural gas in industry, Tj",10110,Rwanda,terajoules (TJ),2001,3.00
403,"Consumption of natural gas in industry, Tj",10208,Tanzania,terajoules (TJ),2004,4975.00
403,"Consumption of natural gas in industry, Tj",10208,Tanzania,terajoules (TJ),2005,5323.00
403,"Consumption of natural gas in industry, Tj",10208,Tanzania,terajoules (TJ),2006,5323.00
403,"Consumption of natural gas in industry, Tj",10208,Tanzania,terajoules (TJ),2007,3344.00
403,"Consumption of natural gas in industry, Tj",10208,Tanzania,terajoules (TJ),2008,3348.00
403,"Consumption of natural gas in industry, Tj",10208,Tanzania,terajoules (TJ),2009,2916.00
403,"Consumption of natural gas in industry, Tj",10208,Tanzania,terajoules (TJ),2010,4644.00
403,"Consumption of natural gas in industry, Tj",10301,Algeria,terajoules (TJ),2000,63245.00
403,"Consumption of natural gas in industry, Tj",10301,Algeria,terajoules (TJ),2001,63551.00
403,"Consumption of natural gas in industry, Tj",10301,Algeria,terajoules (TJ),2002,64667.00
403,"Consumption of natural gas in industry, Tj",10301,Algeria,terajoules (TJ),2003,65117.00
403,"Consumption of natural gas in industry, Tj",10301,Algeria,terajoules (TJ),2004,76340.00
403,"Consumption of natural gas in industry, Tj",10301,Algeria,terajoules (TJ),2005,82704.00
403,"Consumption of natural gas in industry, Tj",10301,Algeria,terajoules (TJ),2006,90126.00
403,"Consumption of natural gas in industry, Tj",10301,Algeria,terajoules (TJ),2007,98882.00
403,"Consumption of natural gas in industry, Tj",10301,Algeria,terajoules (TJ),2008,103818.00
403,"Consumption of natural gas in industry, Tj",10301,Algeria,terajoules (TJ),2009,117693.00
403,"Consumption of natural gas in industry, Tj",10301,Algeria,terajoules (TJ),2010,139342.00
403,"Consumption of natural gas in industry, Tj",10302,Egypt,terajoules (TJ),2000,86733.00
403,"Consumption of natural gas in industry, Tj",10302,Egypt,terajoules (TJ),2001,193310.00
403,"Consumption of natural gas in industry, Tj",10302,Egypt,terajoules (TJ),2002,156639.00
403,"Consumption of natural gas in industry, Tj",10302,Egypt,terajoules (TJ),2003,141505.00
403,"Consumption of natural gas in industry, Tj",10302,Egypt,terajoules (TJ),2004,35985.00
403,"Consumption of natural gas in industry, Tj",10302,Egypt,terajoules (TJ),2005,233093.00
403,"Consumption of natural gas in industry, Tj",10302,Egypt,terajoules (TJ),2006,280199.00
403,"Consumption of natural gas in industry, Tj",10302,Egypt,terajoules (TJ),2007,380597.00
403,"Consumption of natural gas in industry, Tj",10302,Egypt,terajoules (TJ),2008,335481.00
403,"Consumption of natural gas in industry, Tj",10302,Egypt,terajoules (TJ),2009,233032.00
403,"Consumption of natural gas in industry, Tj",10302,Egypt,terajoules (TJ),2010,249933.00
403,"Consumption of natural gas in industry, Tj",10303,Libya,terajoules (TJ),2000,43000.00
403,"Consumption of natural gas in industry, Tj",10303,Libya,terajoules (TJ),2001,44290.00
403,"Consumption of natural gas in industry, Tj",10303,Libya,terajoules (TJ),2002,44505.00
403,"Consumption of natural gas in industry, Tj",10303,Libya,terajoules (TJ),2003,39417.00
403,"Consumption of natural gas in industry, Tj",10303,Libya,terajoules (TJ),2004,48005.00
403,"Consumption of natural gas in industry, Tj",10303,Libya,terajoules (TJ),2005,41196.00
403,"Consumption of natural gas in industry, Tj",10303,Libya,terajoules (TJ),2006,44977.00
403,"Consumption of natural gas in industry, Tj",10303,Libya,terajoules (TJ),2007,45186.00
403,"Consumption of natural gas in industry, Tj",10303,Libya,terajoules (TJ),2008,46936.00
403,"Consumption of natural gas in industry, Tj",10303,Libya,terajoules (TJ),2009,46951.00
403,"Consumption of natural gas in industry, Tj",10303,Libya,terajoules (TJ),2010,17643.00
403,"Consumption of natural gas in industry, Tj",10304,Morocco,terajoules (TJ),2000,1768.00
403,"Consumption of natural gas in industry, Tj",10304,Morocco,terajoules (TJ),2001,1749.00
403,"Consumption of natural gas in industry, Tj",10304,Morocco,terajoules (TJ),2002,1721.00
403,"Consumption of natural gas in industry, Tj",10304,Morocco,terajoules (TJ),2003,1633.00
403,"Consumption of natural gas in industry, Tj",10304,Morocco,terajoules (TJ),2004,2093.00
403,"Consumption of natural gas in industry, Tj",10304,Morocco,terajoules (TJ),2005,17957.00
403,"Consumption of natural gas in industry, Tj",10304,Morocco,terajoules (TJ),2006,17957.00
403,"Consumption of natural gas in industry, Tj",10304,Morocco,terajoules (TJ),2007,2494.00
403,"Consumption of natural gas in industry, Tj",10304,Morocco,terajoules (TJ),2008,2050.00
403,"Consumption of natural gas in industry, Tj",10304,Morocco,terajoules (TJ),2009,1724.00
403,"Consumption of natural gas in industry, Tj",10304,Morocco,terajoules (TJ),2010,2062.00
403,"Consumption of natural gas in industry, Tj",10306,Tunisia,terajoules (TJ),2000,19938.00
403,"Consumption of natural gas in industry, Tj",10306,Tunisia,terajoules (TJ),2001,20748.00
403,"Consumption of natural gas in industry, Tj",10306,Tunisia,terajoules (TJ),2002,21539.00
403,"Consumption of natural gas in industry, Tj",10306,Tunisia,terajoules (TJ),2003,23586.00
403,"Consumption of natural gas in industry, Tj",10306,Tunisia,terajoules (TJ),2004,26161.00
403,"Consumption of natural gas in industry, Tj",10306,Tunisia,terajoules (TJ),2005,24828.00
403,"Consumption of natural gas in industry, Tj",10306,Tunisia,terajoules (TJ),2006,27968.00
403,"Consumption of natural gas in industry, Tj",10306,Tunisia,terajoules (TJ),2007,32146.00
403,"Consumption of natural gas in industry, Tj",10306,Tunisia,terajoules (TJ),2008,32799.00
403,"Consumption of natural gas in industry, Tj",10306,Tunisia,terajoules (TJ),2009,35462.00
403,"Consumption of natural gas in industry, Tj",10306,Tunisia,terajoules (TJ),2010,36839.00
403,"Consumption of natural gas in industry, Tj",10407,Mozambique,terajoules (TJ),2005,720.00
403,"Consumption of natural gas in industry, Tj",10407,Mozambique,terajoules (TJ),2006,1178.00
403,"Consumption of natural gas in industry, Tj",10407,Mozambique,terajoules (TJ),2007,1313.00
403,"Consumption of natural gas in industry, Tj",10407,Mozambique,terajoules (TJ),2008,2278.00
403,"Consumption of natural gas in industry, Tj",10407,Mozambique,terajoules (TJ),2009,2849.00
403,"Consumption of natural gas in industry, Tj",10407,Mozambique,terajoules (TJ),2010,2926.00
403,"Consumption of natural gas in industry, Tj",10504,Cote d'Ivoire,terajoules (TJ),2005,7792.00
403,"Consumption of natural gas in industry, Tj",10504,Cote d'Ivoire,terajoules (TJ),2006,16507.00
403,"Consumption of natural gas in industry, Tj",10513,Nigeria,terajoules (TJ),2000,46774.00
403,"Consumption of natural gas in industry, Tj",10513,Nigeria,terajoules (TJ),2001,41201.00
403,"Consumption of natural gas in industry, Tj",10513,Nigeria,terajoules (TJ),2002,42197.00
403,"Consumption of natural gas in industry, Tj",10513,Nigeria,terajoules (TJ),2003,56466.00
403,"Consumption of natural gas in industry, Tj",10513,Nigeria,terajoules (TJ),2004,61112.00
403,"Consumption of natural gas in industry, Tj",10513,Nigeria,terajoules (TJ),2005,60780.00
403,"Consumption of natural gas in industry, Tj",10513,Nigeria,terajoules (TJ),2006,60780.00
403,"Consumption of natural gas in industry, Tj",10513,Nigeria,terajoules (TJ),2007,68890.00
403,"Consumption of natural gas in industry, Tj",10513,Nigeria,terajoules (TJ),2008,71502.00
403,"Consumption of natural gas in industry, Tj",10513,Nigeria,terajoules (TJ),2009,46150.00
403,"Consumption of natural gas in industry, Tj",10513,Nigeria,terajoules (TJ),2010,56351.00
403,"Consumption of natural gas in industry, Tj",1,Africa,terajoules (TJ),2000,283554.00
403,"Consumption of natural gas in industry, Tj",1,Africa,terajoules (TJ),2001,385050.00
403,"Consumption of natural gas in industry, Tj",1,Africa,terajoules (TJ),2002,354888.00
403,"Consumption of natural gas in industry, Tj",1,Africa,terajoules (TJ),2003,352488.00
403,"Consumption of natural gas in industry, Tj",1,Africa,terajoules (TJ),2004,283233.00
403,"Consumption of natural gas in industry, Tj",1,Africa,terajoules (TJ),2005,502959.00
403,"Consumption of natural gas in industry, Tj",1,Africa,terajoules (TJ),2006,573583.00
403,"Consumption of natural gas in industry, Tj",1,Africa,terajoules (TJ),2007,664466.00
403,"Consumption of natural gas in industry, Tj",1,Africa,terajoules (TJ),2008,624135.00
403,"Consumption of natural gas in industry, Tj",1,Africa,terajoules (TJ),2009,523308.00
403,"Consumption of natural gas in industry, Tj",1,Africa,terajoules (TJ),2010,626830.00
404,"Net imports of natural gas, Tj",10301,Algeria,terajoules (TJ),2000,-2465007.00
404,"Net imports of natural gas, Tj",10301,Algeria,terajoules (TJ),2001,-2278362.00
404,"Net imports of natural gas, Tj",10301,Algeria,terajoules (TJ),2002,-2314900.00
404,"Net imports of natural gas, Tj",10301,Algeria,terajoules (TJ),2003,-2401693.00
404,"Net imports of natural gas, Tj",10301,Algeria,terajoules (TJ),2004,-2656198.00
404,"Net imports of natural gas, Tj",10301,Algeria,terajoules (TJ),2005,-2841927.00
404,"Net imports of natural gas, Tj",10301,Algeria,terajoules (TJ),2006,-2841927.00
404,"Net imports of natural gas, Tj",10301,Algeria,terajoules (TJ),2007,-2841927.00
404,"Net imports of natural gas, Tj",10301,Algeria,terajoules (TJ),2008,-2385245.00
404,"Net imports of natural gas, Tj",10301,Algeria,terajoules (TJ),2009,-2183128.00
404,"Net imports of natural gas, Tj",10301,Algeria,terajoules (TJ),2010,-2312772.00
404,"Net imports of natural gas, Tj",10301,Algeria,terajoules (TJ),2011,-2037518.75
404,"Net imports of natural gas, Tj",10302,Egypt,terajoules (TJ),2003,-30666.00
